Review,Actual,predicted
"The current product, ""Certified Organic Raw Cacao Powder from Ecuador, sold by SAAQIN"", is of terrible quality. Somehow, reviews for a similar item, produced by ""Alive and Aware"", were associated with this product. The cocoa I received when ordering through this page is made by ""Organic Herbal Essence"". Alive and Aware is delicious; Organic Herbal Essence is not. Another warning: After receiving the 5lb bag of Organic Herbal Essence and hating it, I ordered ""Alive and Aware Certified Organic Raw Cacao Powder from Ecuador - 2 Pounds"", shipped by Halaleveryday. I thought for sure I'd get Alive and Aware, given it's in the product title, but Halaleveryday actually shipped me ""Organic Herbal Essence"". Grr.",0,0
"This product makes me want to buy a Miracle Fruit tree so I can have these awesome berries all the time.<br /><br />The biggest changes my husband and I noticed were in eating fruits & other berries. Store-bought strawberries, blueberries, raspberries, blackberries, oranges, and green apples tasted like they were just picked off the plant/bush/tree at the height of ripeness. It was like being a kid again and biting into my first :)<br /><br />I didn't notice any change at all with anything bitter. Beers and coffees and teas tasted about the same. Spicy things like hot sauce tasted kind of gross. Savory things like noodles and meat got a slight hint of sweetness, but nothing THAT noticeable. Sweet things like candy and cake were made to be way too sweet to be palatable.<br /><br />Definitely make sure you get the tablet to slide all over your tongue, and don't chew -- leave it on your tongue until it dissolves.<br /><br />If you're a fan of sweet, succulent fruit, but can't get fresh produce from farmer's markets, do yourself a favor and try these. It's worth the price for the fun, at the very least :)",1,0
I thought the Grove hot chocolate is to sweet. It also has an off taste. I would not recommend this to anybody,0,0
I thought the whole figs would be softer for spreading but they are not. You have figs laying in a very sweet syrup. I've only tried it on toast one time and it was way to sweet to eat. The figs just lay on top unspreadable. I would not buy again. Save your money.,0,0
"I used to like this product until I learned that it is made in China!<br /><br />How many more horror stories do we need to hear about such atrocities as lead in baby toys made in China, contaminated baby formula made in China, contaminated tooth paste made in China, and poisoned pet food before we learn that -- if it comes from China-- it should not go in your mouth, your baby's mouth, or your pet's mouth??!!!",0,0
This is the 1st K-cup coffee that I am getting grounds in my coffee. It is occuring about every 3 cups. I have not had this problem with other K cup manufactures. I will not reorder.,0,0
"For those of you who, like me, had to order the Kettle Spicy Thai chips from Amazon because they are so hard to find locally, you will probably be aggrieved to know that the recipe has changed.  They are just like regular potatoe chips.  I paid for them but now my husband gets to eat them because he didn't like the spicy thai, but these are fine for him.<br /><br />Yuck!!!",0,0
"Oh my gosh.  I bought this tea and drank my first cup in the late afternoon.  By evening I was having the worst stomach cramps and diarrhea.  I belatedly looked at the ingredients and the first one is senna leaves.  During internet research I discovered that some individuals may experience discomfort or cramping after using senna products.  Also the following admonition - don't take senna for more than a week or so or your body could end up relying on it to contract your bowels.<br /><br />Side effects can include:<br />*diarrhea<br />*intestinal cramps or gripping pains<br />*rash<br />*severe weight loss<br /><br />Senna should not be used by persons with Crone's disease, Diverticular disease and other similar diseases.<br /><br />Senna is not a daily or causal supplement and excessive use can cause liver damage.<br /><br />I wanted to die my insides hurt so bad.  Any weight loss you may accomplish with this tea may not be worth the pain.  Be aware before you use.  I threw my remaining 29 tea bags away!",0,0
"The product is a good value for the amount you get, however it is way too salty.  The product is very dry and firm.  I think this would be good if they cut the salt content in half.",0,0
"Coffee is a very subjective thing.  Some people like coffee that borders on tea, others like the stuff that a certain national chain named after a famous Battlestar Galactica pilot serves.  For the record, I love the slightly-sour taste of Dunkin Donuts coffee and I find the stuff made by ""that other chain"" to be akin to re-hydrated cigarette ash.  For many years, we still percolated coffee...with most big-name brands of pre-ground coffee, you needed a percolator to bring out the flavor in it, but again, your tastes may vary.<br /><br />With my Keurig, my favorite coffee was Paul Neumans Extra Bold....because it didn't seem Extra Bold.  Until you buy 80 of them and get tired of the flavor.  Then, my favorites were the Caribu's....but something happened to that brand (see reviews) and I agree, they did something...either they don't put as much in the cups or they changed the blend, the sourcing of the beans, etc......wasted money on Caribu and wont go back to the brand.<br /><br />So Wolfgang Puck got the nod, tried 4 different flavors.  This one, Sorrento, is not my favorite of the bunch (currently Colombian Chef's Reserve).  It has a bolder strength (which I believe hard core coffee drinkers would consider Medium), but to me it has a simple burnt flavor to it.  Cream and Sweetener don't correct for this, and thus I'm a bit disappointed....but again it was a stab in the dark.<br /><br />I think if you prefer a slightly bolder, slightly more burnt flavor in your coffee...this may be for you.  I like the character of the Colombian Chef's Reserve, but it is not as strong, and perhaps that is just what my taste is slanted towards.  I don't believe you can get a bad cup of coffee in the Wolfgang Puck line however.  Can't say the same for some other K-cup brands.",0,0
I love Wolfgang Puck products but the coffee is very disappointing.<br />There is a weak flavor - almost tastes diluted!<br />Some troll must have changed out all the real Puck products!<br />Libbie,0,0
"They have a bad taste,i finish giving them away because my son started to cry everytime i tried to give these.I prefer Beech nut or Gerber.Yuck!",1,0
Many people are buying this food believing it is safer because it is made in New Zealand. It is now made in the US by Performance Pet Products. I have been feeding this food to my cats since the recall horror of 2007 and prior to the change it was excellent food and I was thrilled with it. Since ZiwiPeak has been switched to canning in the US it has been a nightmare. Several times in the last year I have opened the food to find it is a green or blue colour. I had to return those cans because it made both my cats vomit and have loose stools. Also recently I have found large sharp bone pieces are present and very large strange chunks of greyish pink material that looks like connective tissue. I've contacted the US distributor twice but they have never replied. A batch I got this month with an expiry date of 2014 has caused severe vomiting and shedding with both cats who were previously healthy.,0,0
Good thirst quencher. Milky and thicker then I expected. Not what I would call a pineapple flavor but one can get the idea it is pineapple.,1,0
"If your newborn cries inconsolably, you should try a lactose-free formula right away even though they're so expensive. However, the ingredients may not look so good.  It's important to shop around if you're going to use a lactose-free formula. Lactose-free formulas always are the most expensive and this one is loaded with processed corn syrup solids.<br /><br />From Wikipedia: ""Baby colic (also known as infant colic, three-month colic, infantile colic and colic) is a condition in which an otherwise healthy baby cries or screams frequently and for extended periods without any discernible reason."" You'll know it if it happens to your baby, and it's awful to not be able to do anything to immediately relieve your baby.  It contains DHA, ARA and iron, but all baby formulas do because it is required by law.<br /><br />Lactose-free formula is expensive is because it goes through a very specialized and difficult manufacturing process, I'm told by the company's public relations representative.  So much food in the U.S. is prepared with corn syrup solids, so that shouldn't be a worry, I'm told.  Ok, but I notice the obesity rate is high.",0,0
"I ordered these lollipops for a friends Wizard of Oz themed shower. The arrived packaged well but I noticed the box said they're from ""Oriental Trading Company"".  If I wanted a cheap product that I knew was low quality and from China then I would have bought them directly from their site at $7 for 38 of them!!! However, from the picture these looked well made. The picture is very deceiving and so is the description. They show 16 same-colored lollipops...mine came in a variety of colors. They also gave dimentions that the lollipops were 6""x2"". I noticed they looked a bit small and when I measured they didn't even come to 5"" long, not any of them...even though they're all differnet lengths.  This was very disappointing since I planned to stand them up in a vase of lemon drops. Overall, I'm very disappointed in this product and the seller for not being honest about the product they're providing to consumers.",0,0
"The first time I tried this product to make pancakes, I thought it was terrible.  I made it according to the directions and used the ""right"" measuring cups for liquid and dry ingredients, but found that the batter came out thin and the texture was gummy.  Then, one day when I was visiting my mother, she decided to make pancakes, and since I am GF, she had bought this mix for me (not knowing I had already hated it).  I saw that she measured the ingredients ""incorrectly"" as she used the same measuring cup (generally used to measure liquids) for both the dry and the liquid ingredients.  She also used a whisk to mix the ingredients.  Amazingly enough, the pancakes came out fluffy, and I really liked it.  In fact, it is my favorite gluten free pancake mix so far.  Having said that, both my husband and I are of the opinion that this product still has a bit of the gritty texture that is present in many gf products.  However, it is the best pancake mix that I have found so far.",1,0
"Can't say anything bad about Sugar in the Raw.  I like it better than the other ""natural"" sugars. Better consistency and - I know it doesn't matter - but better color. Unfortunately, one of the ""natural"" paper bags got torn a bit in the box.  It didn't look like the box was damaged so I can't tell how it happened, but it was sort of pain to clean up half a bag that spilled all over the inside of the box and our kitchen when I opened it.  Not sure what the solution is and I'd order it again, but if it happens again, I'd switch to one of the brands that ship in an unnatural plastic bag.",1,0
"The Spicy Thai chips used to be the best tasting chips on the market.  However, Kettle Foods has changed the ingredients used, with ginger  being the most important that is now missing.  Notice that they removed ""ginger with attitude"" from the bag.  Sadly, the changing of the ingredients has ruined the chips for me.  They aren't that good anymore and the spice level is virtually non-existent.<br /><br />Here are the original and new ingredient listings:<br /><br />Original Ingredients<br />Select Potatoes, Safflower and/or Sunflower Oil, Honey Powder (Evaporated Cane Syrup, Honey)Salt, Garlic Powder, Jalapeno Pepper, Ground ginger, Onion Powder, Habanero Pepper, Dried Parsley, Citric Acid, Cilantro Extract, Ginger Oil, Cayenne Pepper, White Pepper, Lime Oil.<br /><br />New Ingredients<br />Potatoes, safflower and/or sunflower oil, sugar, dried cane syrup, salt, maltodextrin, yeast extract, spices, garlic powder, onion powder, dried parsley, jalapeno powder, citric acid, natural flavors, lime extract<br /><br />I'm assuming they changed the ingredients in order to cut costs for their new owner,  Blue Diamond.  They might want to get rid of  ""Great Taste Naturally"" from their bags as I don't consider maltodextrin to be very natural.<br /><br />Great job Kettle!  Way to ruin a great thing!",0,0
"Recently purchased a case of Mori-Nu from Amazon ... I'd had this tofu before and the product I got from Amazon is fine. Though, a word of caution - my case only has about 4 1/2 months to go on its ""best by"" date. The date on the box represents one year from manufacture, so this product had been sitting around a while. Not a huge problem but I'll be looking for silken-tofu recipes now (vegan ice cream!), to use this up, rather than just having silken tofu on hand for a while, as I'd hoped.",1,0
"In proportion this drink is about equal to a regular soda in calories and sugar content, but I would prefer a regular soda than this stuff. There is a slight citrus taste, but mainly from acidity and a horrible after taste of metal and sickly sweetness that lingers for several minutes after wards.<br /><br />Soda water with natural juice should be a refreshing, pleasant, and nice refreshment, but none of these traits are in this drink.<br /><br />I would be embarrassed to serve this beverage to anyone I liked for any occasion, but would consider giving it to people I really didn't care for to see their reaction.<br /><br />Avoid this one. Orange Crush or a different orange soda diluted with soda water would taste far better or soda water and regular orange juice would also be a treat that puts this nasty stuff to shame.",0,0
"When I saw some of the Earth's Best jars offered as a Gold Box deal, I remembered that I needed to offer a caveat to other parents.<br />  My children have previously enjoyed many Earth's Best flavors, which in general taste quite good, so in February when there was a promotional offer through Amazon, we ordered two 12-packs. When they arrived, one of the 12-packs seemed ok, but the other 12-pack contained several broken jars and was leaking. It smelled and looked like there might be mold under the plastic that surrounded the second 12-pack.<br />  I noticed that the shipping box holding the two 12-packs had air-filled padding on only the top side of the box, which meant that there was no padding protecting the bottom side.<br />  I don't know whether some of the jars had broken at the warehouse or during delivery, but either way, I was afraid to use the unbroken jars too, because what if the seals had broken or what if there were small pieces of broken glass inside the intact jars too?<br />For more durable items, I still order from Amazon, but I canceled my subscription of the Earth's Best jars and from now on will buy jars at a physical store where I can check them first.",0,0
"White bread is not my thing, so that's probably why I don't like this one.  I like herby white breads and really full-bodied white breads, but otherwise I always choose whole grains.  This one is not full-bodied and has no particular flavor.  Not interesting at all to me.",0,0
"I love the fact that this has so much iron in it.  I'm a vegan and it's not easy to get enought iron.  The molasses isn't quite as tasty as some I've had, but it has about 5 times more iron, so I'm ok with it.  I don't think anyone would buy molasses online if they just wanted a tasty food, so I guess it's a winner.",1,0
"This is a very good tasting carbonated juice drink that makes a great alternative to soda.  There is not an overload of carbonation.  Just enough to make it taste more like orange soda.<br /><br />It's made with 100% juice (more apple and grape than orange, surprisingly), it has 100% RDA Vitamin C, it's all natural with no sugar added, no corn syrup, no preservatives, no artificial colors, and it's gluten free.<br /><br />The flavor of the drink I tested was called orange tangerine, and it was an 8.3 fl. oz. can, with 140 calories and 34 grams of sugar.<br /><br />The only reason I didn't give it five stars was that I really cannot picture myself paying for it.  It's rather expensive in comparison to the orange juice I buy at the grocery store, and if I want an alternative to regular soda I would go with <a href=""http://www.amazon.com/gp/product/B001HTIR6C"">Blue Sky Jamaican Ginger Ale, 12-Ounce (Pack of 24)</a>.  Now, THAT is good!  However, if you're looking for an orange-flavored soda-substitute THIS is your product.  100% juice; how could you go wrong.",1,0
"Amazon normally does a fantastic job getting product out to me in great shape and on-time, but, I guess this is one product that they can not.<br /><br />Several jars had compromised seals and so we had to immediately throw them out.  I wish I could order this by mail but it seems this is one item we'll need to go to the grocery store for.",0,0
"When I saw some of the Earth's Best jars offered as a Gold Box deal, I remembered that I needed to offer a caveat to other parents.<br />  My children have previously enjoyed many Earth's Best flavors, which in general taste quite good, so in February when there was a promotional offer through Amazon, we ordered two 12-packs. When they arrived, one of the 12-packs seemed ok, but the other 12-pack contained several broken jars and was leaking. It smelled and looked like there might be mold under the plastic that surrounded the second 12-pack.<br />  I noticed that the shipping box holding the two 12-packs had air-filled padding on only the top side of the box, which meant that there was no padding protecting the bottom side.<br />  I don't know whether some of the jars had broken at the warehouse or during delivery, but either way, I was afraid to use the unbroken jars too, because what if the seals had broken or what if there were small pieces of broken glass inside the intact jars too?<br />For more durable items, I still order from Amazon, but I canceled my subscription of the Earth's Best jars and from now on will buy jars at a physical store where I can check them first.",0,0
"Vanilla flavor is barely noticeable.  Acidic taste, not at all what I expected.  Breakfast in Bed and Hawaiian Hazelnut are much better choices.",0,0
I'm sorry I bought this brand. It leaves a lousy after taste in your mouth.No wonder Amazon is giving .99cent shipping on this item. STAY AWAY!!! AVOID!!!!,0,0
"Kettle brand chips are very crunchy.  I would say regular plain old Lays potato chips are at the ""soft"" end of the ""soft/crunchy"" spectrum.  Ruffles brand potato chips used to be considered the crunchiest, but Kettle brand chips are far more crunchy.  If you have a tender mouth or bad teeth (dentures) you might want to steer clear of Kettle brand.  Otherwise, you'll love these chips.  The Sea Salt & Vinegar chips are super TANGY.  I enjoy taking swigs of vinegar bottles from time to time.  I am dissapointed with all other Salt & Vinegar chips either because the chips are too soft and/or the vinegar taste whimpy and/or chemically.  Rest assured Kettle Sea Salt & Vinegar has a gourmet flavor.  The vinegar flavor has no chemical flavor and could NEVER be called whimpy!",1,0
"Maybe, I got a bad one.  It's very plain, nothing special in flavor.  I felt like I wasted my time and money. I will not buy this flavor again.",0,0
"I really like this product to add to water so that I don't have to drink so much Gatorade and sweetened/acidic beverages.  I use this because I have very low sodium levels and my doctors do not want me drinking ""free water"".<br /><br />The only complaint I have is that it didn't arrive when promised and I didn't have it in time to take with me on vacation.",1,0
"I love this tea. It has a mild flavor and no caffeine. The only problem is that the string comes detached from the bag after about a minute in hot water. This doesn't happen once in a while, it happens nearly every time.<br /><br />Triple Leaf Tea, please fix this bag issue. It's frustrating to the point where I may look for a similar tea from another company.",1,0
I love Wolfgang Puck products but the coffee is very disappointing.<br />There is a weak flavor - almost tastes diluted!<br />Some troll must have changed out all the real Puck products!<br />Libbie,0,0
"When originally produced in England  these we're the best chips I had ever tasted but unfortunately since they were bought out by the US conglomerate they now taste plain nasty. Hard rather than crispy, are much thinner than they used  to be and lacking any  flavour , a real shame.",0,0
"I received these in bad condition. Most of them were broken, but the ones that weren't had holes in them. They were so weak that they would tear when you tried to roll them. I would try three ladies brand. They are a way higher quality.",0,0
"I bought this mainly because another review (can't remember if it was on Amazon or another site) said it was better than Morningstar Farms crumbles and because it is GMO free. Now, I've been a vegetarian since I was thirteen (and that was decades ago), but I am the sort that DOES want fake meat resembling meat. I've little interest in a mushroom-quinoa burger; I want a meaty-yet-vegetarian burger with mushroom quinoa on the side. Also, I'm a professional chef, so I'm very picky about the foods I eat.<br /><br />I'm saying this because I think it is important to know what the reviewer likes to eat when you base your purchase on a review.<br /><br />Tonight, I used the Harmony Valley hamburger mix in lasagna alla bolognese. I also did the same recipe with the MF crumbles to compare. Two things I was curious about:<br /><br />1) flavor: they're *kind of* about the same, especially considering I was adding a browned mirepoix, marmite, and veg Worcestershire ... I guess I should fry up a patty of just the HV mix, but I did eat a raw spoonful and it was okay, but blander than MF<br /><br />2) texture: MF wins. It just does (sorry, MF haters). It has larger pieces with a more meat-like texture. Plus, even after absorbing water in the fridge and then simmering on the stove, the HV was too wet.<br /><br />Now, the reviewer who also liked it better than MF also said something about it holding together on its own and that MF doesn't. Well, that's true. This was thick and stuck to itself, much more like the texture of ground meat - if you were to puree it. I use MF often in meatballs, and it holds together when bound with eggs and cheese. I guess that's the difference; I don't just want to thaw or add water and *poof* have dinner. I expect to cook with an ingredient, the same as I would with real beef.<br /><br />So I wasn't bowled over in those ways, but I liked it. HV hamburger mix is good and I'm sure it will be useful, which is also a plus - no worry about not having bought a bag of frozen crumbles, you've got a half dozen packets at home. I have a tiny little freezer for someone who cooks for a living, so it is always an issue for me to be able to keep ingredients at home. And although I've seen some reviews complaining about the 15-20 wait for the HV mix to absorb water in the fridge ... really? Those people can't wait half an hour for a burger? If you want an instant veggie burger that can be microwaved in the time it takes you to grab the ketchup, buy a frozen burger. I think this mix will be good in better handmade veggie burgers and I look forward to trying!<br /><br />Addendum:<br /><br />After eating the lasagna made with the HV mix, both my husband and I experienced horrible stomach bloating and pain. I'm apparently a glutton for punishment, though, because I decided to give it another try and made meatballs with it yesterday. Not only did they not turn out as good as my usual ones (made with MF crumbles and Lightlife sausage), they had a sort of rubbery texture that I really did not care for. But, blander and texture I can overlook, except AGAIN, the product gave us both the same horrible stomach bloating pains and gas. Ugh!",0,0
"I love the other Nana's cookie bars and cookies, so I thought I'd give these a try even though they are ""No Gluten"" and made with rice flour instead of wheat flour. They look nice, but the texture is a bit strange (it's kind of like eating really fine sand) and they are too dry and crumble at the slightest touch. They don't taste bad, which is a plus, but I won't be buying these again.",0,0
"-- If you buy this from Amazon, you'll be disappointed at the shipping.  My box of 12 came in one cardboard box, with the 12 container-boxes loosely in a plastic bag.  One was smashed, so leaking into the bag, two were dented, and one was coming open from the bottom due to the puddle of leaking water in the bag. I opened the bag, and it smelled awful from the rancid, leaking water. If Amazon wants to continue selling the 12-pack-33oz, it needs to package the shipping better. [NOTE, however, I was able to Live-Chat with Amazon and get a refund, even though the item is a ""non-returnable grocery item"".]<br />-- AND, review of the drink:  The drink itself is SUPERIOR to the taste of Vita-Coca(""good"") or Zico(too sweet), so as a drink, the O.N.E, really IS like drinking from a real coconut out in the tropics.  I am going back to the individual single-serve containers of O.N.E., shipped from Amazon.<br />-- AND, In a second comparison, the multi-pack of Vita-Coca-33oz comes SUPERBLY packaged in the shipping box from Amazon (as EACH 33oz container is invidually protected in a cardboard sleeve).<br />-- Hope that helps (and, Thank you Amazon for letting me have a refund on the damaged box, but it will be more helpful if you can protect the boxes better for shipping it to us).",0,0
"I love Annie's, but this had no taste, very bland and unappealing. I would not purchase this again, but worst of all I'm stuck with 6 boxes...boo!",0,0
"I'm not a gourmet coffee critic, but this stuff is disappointing.  Based upon previous good reviews, I suspect that the coffee in the K-cups I received is not the same -- they may have changed the manufacturing.  The Wolfgang Puck Decaf I received is lifeless, watery, and tasteless.  There's no aroma when it's brewing in the Keurig.  Never again.",0,0
"This hot chocolate tastes like hot sugar water with a pinch of coco in it. Although, even the sugary taste is weak, and tainted by the flavor of the artificial sweetener sucralose. The consistency is watery and bland. This is when I made the 8oz cup as directed by the directions on the box.<br /><br />I do not recommend this product.",0,0
"The protein powder is ok, not to good as i expected. if you pour hot milk over it will will form substance like egg white, which is very bad in taste, not at all drinkable.",0,0
"As coffee, these kcups are just ok.  As ""flavored"" coffee these are disappointing.  I found the vanilla to be barely detectable.",0,0
"Ingredients listed: Pure cane sugar, and 100% pure powdered Japanese green tea.<br /><br />Nutrition Facts: all 0%, except Sodium (15mg) and Sugar (12g)<br /><br />Basic Instructions: add one packet to 8oz of cold water and stir or shake well to dissolve...<br /><br />My Opinion: It is too sweet for my taste, even diluted in a 16.9oz water bottle. It almost tastes like sugar water. I think the unsweetened version would be better. 5 star because it delivers what it promises.<br /><br />This is Japanese green tea. NOT Chinese green tea. There is a difference.",1,0
wE LOVED THIS POPCORN  BUT COME ON  SHIPPING IS WAY OVER THE TOP  WE WOULD SETTLE NEXT TIME FOR SOMETHING WE CAN BUY BUT NOT SPEND 3 TIMES ON SHIPPING,0,0
"A vile, miserable pancake. I put these in front of my toddler one morning and she actually cried. I don't know if it was their flat and anemic appearance or their salty bitter taste. Only the whole wheat flour is organic in this mix. The buttermilk, baking soda (SLS) and sea salt are not. I am going back to Nature's Path Buttermilk pancake mix. This one went straight into the garbage.",0,0
I ORDERED THE DARK HOT COCOA IN HOPES IT WOULD BE REAL CHOCOLATEY AND IT WAS NO BETTER THAN BUYING A POUCH OF HOT CHOCOLATE AND ADDING IT TO HOT WATER. I ACTUALLY THINK THE POUCH ADDED TO HOT WATER IS LOADS BETTER AND A WHOLE LOT CHEAPER!!!! V-E-R-Y ...D-I-A-P-P-O-I-N-T-E-D! FOR THE PRICE...IT'S A RIP-OFF!,0,0
Only three jars came in a form edible to babies.  The rest of them were filled will a clump of spongy mush that would not mix with the water.  It also had a brown color and not the yellowish brown like the jars that had the good mixture.<br />Pretty disappointing and a waste of money.,0,0
"I have had Green Mountain coffee before, but had not tried the French Roast.  I am just realizing that there is a taste difference between different manufacturers, even with the same types of roasts.  The Green Mountain French Roast has the flavor I like and was expecting.  The price was reasonable and my order shipped quickly.  My only disappointment was in the shipping packaging.  I knew that I was ordering 2 boxes of K-cups but was surprised to see how big the shipping box was.  There was room for 3 boxes, with the extra space filled with bubble-wrap, which seems wasteful to me.  But on the whole, I am very happy with my coffee!",1,0
"On a trip to Italy, muesli is what all the hotels had for breakfast as their cold cereal and I loved it.  Imagine how excited I was when I saw that Kellog's sold this product.  What did I learn?: despite the similar name, this cereal is quite unlike European-style muesli.  While the overall mix of grains and fruits is similar, this cereal is mostly a flake cereal, while a true muesli has no cereal flakes at all.<br /><br />""Real"" muesli is made of rolled (not flaked) grains; this has pluses and minuses.  On the plus side, milk does not turn European mueslis to mush in a couple of minutes like it does flake cereals.  On the minus side, European mueslis have to be soaked in milk or yogurt for about ten minutes or so (i.e. while you are in the shower, or while the coffee is brewing) or the cereal will be a bit on the chewy side.  For those that are concerned about eating processed foods, rolled grains have been processed less than flaked ones.  (Rolled grains are lightly steamed and then rolled and lightly toasted; flaked grains are fully steam-cooked until they are mush, pressed into flakes, fully baked and then usually sprayed with sugar to extend ""time-to-mushiness."")  And certainly only the Kellog's product contains HFCS.<br /><br />You owe it to yourself to try one of the many other mueslis from Amazon (or better yet, single boxes from a local health-foods store if you have one) and see what you prefer.  I eat the Bob's Red Mill product available on Amazon (and one of my local grocery chains) instead of this, and am much more satisfied.  I haven't tried Familia (but I'm not crazy about the idea of the ""fruit flakes""), and the Dorset products are too fruit and nut heavy for me.  The other products are a hair more expensive than the Kellog's, but I'm willing to plunk down an extra dime or so per breakfast for a far superior product.<br /><br />I'm surprised Quaker doesn't sell a muesli product...  Given that they have to be the largest producer of rolled grains in the U.S., you'd think it would be a natural fit for them.",0,0
"I read all the positive reviews and thought I'd give it try. First of all it tasted stale.  Secondly I had to use 5 spoonfuls just to get any taste and then it didn't taste like the chocolate. It tasted more like Olvatine.  For the young people out there, Ovaltine was drink in the 50's, Which I didn't like any better. We all have different tastes.  For my part I won't be ordering this again.  UPDATE: I bought the Milk chocolate at the same time and decided to try that.  It was delicious.  I can't explain the difference but I'd recommend the Milk Chocolate just stay away from the one with the marshmallows.",0,0
