Review,Actual,predicted
"After reading an article online a while back about flavor tripping, I went looking for miracle berries and was surprised to find these handy tablets on Amazon. I was worried they wouldn't pack the punch the actual berries were reputed to, but they turned out to be a great purchase.<br /><br />It's true that how effective they are varies by person, and by the foods you try them with, but overall these were a big hit at numerous gatherings of friends and family. I've found that the biggest hits tend to be vinegar, and tart citrus like lemons, limes, or grapefruit juice. For me all go from being sour to very sweet (yes, to the point where if I didn't know better I'd be gulping the vinegar down). Dark beers are interesting, with the changed flavor still usually somewhat enjoyable. Foods or drinks that are already very sweet become cloying and unpleasant. It's still worth trying just to see the effect, but keep that in mind when choosing things to try with the tablets in advance.<br /><br />I've ordered these 4 times, and hope to do so again (at the time of this writing, they are not available). If they remain out of stock for too long, I'll have to try some of the alternatives. I'm reluctant to do so though, knowing how effective these are.",1,1
This is the most delicious coffee ever It does not mess up your stomach it's amazing and tastes wonderful and everyone at work loves it too,1,1
Just 1 cup in the evening caps off my day and gets me relaxed and is a permanent part of my bedtime prep.  This CS Sleepytime Tea is my absolute FAVORITE evening tea ritual!  I think it is the wonderful flavor of camomile plus the spearmint that adds that extra something refreshing...ahhhh...(sigh)...big yawn...I'm toddling off to sleep now........  P.S.  I also love a cup anytime I'm feeling somewhat stressed and especially whenever I need to wind down like after a long time on the computer or after stressful shopping trips.  Take a cup and you'll really be in a mellow place.,1,1
"I adopted a dog that was raised by a bunch of frat age boys.  You can imagine the diet she had; Burgers, fries, ice-cream, and the cheapest dog foods on the market.<br /><br />No, she wasn't crazy about Newman's dog food when I switched her to it.  But if you think about how people react to a healthy diet in the beginning it makes sense.  It takes time for the taste buds to adjust and not want the artificial ingredients put into most of the food out there.<br /><br />It has been almost a year.  My dog, Molly, is bouncy and healthy and almost allergy free. She gets dry Newman's fed free style, and 4 ounces of Newman's canned every day.  Her weight stays stable at 65 pounds which is perfect for her. Her treats are real meat jerky strips a few times a week.<br /><br />On another note, this diet has made doggy duty much easier. She never vomits anymore. Her scat is always firm, making her easy to clean up after.  She is regular as clock-work.  All these plusses make it more enjoyable to be a dog owner.",1,1
"I bought this strawberry extract hoping to spruce up a strawberry wine that ended up with less flavor than I'd original expected. (A common problem in some fruit wines.)<br /><br />This is, indeed, good strawberry flavor!  Just add to your sugary concoction (be it a baking good, a dessert or a drink) to either give strawberry flavor (or add to existing flavor), and presto, just about everyone will be licking their lips (and maybe fingers).<br /><br />For those interested, I found the right addition to a liquid volume to be 4 oz of extract per 1 gallon of liquid.",1,1
"I have tried many different k-cups and this has remained my favorite for the longest time. It is the perfect balance, not too weak and not too bold. And since I usually drink my coffee black, the flavor alone is very important to me. It' has a great flavor and not too acidic.",1,1
"I held off ordering these for a while because I was concerned I might not like the taste. I've tried some of the organic green teas and found flavor can really vary between brands. Six boxes seems like a lot to take a chance on. I really wanted something powdered to take to work though, so I gave it chance and it worked out.  To me, this product tastes great.  I am thrilled to get something unsweetened.  I wanted these to use at the office, but find I like them so much I mix them up at home too. I just wish they were a little cheaper as they go really fast.  I went from thinking 6 boxes would be a lot, to experiencing them as hardly enouugh!<br /><br />Basically, this product has a mild taste, never bitter or oily and not gritty (but it will need to be remixed if you don't drink it down quickly).  The powder does mix well, it's really a very fine powder and does not look like leaves just mashed up or anything.  It blends completely into the water, BUT it doesn't stay mixed over a long period of time.  So, if you are letting it sit in the glass about 20min or so as you sip away, it's useful to get one of those shaker bottles to keep it mixed as you go along.  That works for me, no complaints.  I am very happy with the product.  I will order again.",1,1
I have been using this product to increase my PH score after a bout of TA State 1 Bladder cancer.  There is no aftertaste and it leaves me with a clean feeling.  Delivery from Amazon's vendor in Kentucky was slow.,1,1
"The SALSA smelled delicious, as I think it probably was - but, unfortunately, the person, at AMAZON, that is a packer (there is probably several) had very little ""stuffing"" to work with, especially on the bottoms.  Therefore, the bottoms were broken on all three bottles. As I reached for my computer; I was told NO RETURNS (cause it's a food item).  I then looked for a CUSTOMER SERVICE tag; and I found ""none"" on their NEW FACE LIFT.  THEY SEEM TO BE PROUD OF THEIR NEW FACE LIFT BUT...THEY SHOULD AT LEAST HAVE A PLACE TO CONTACT THEM IN EMERGENCIES!  LIKE: I BUY A LOT OF ""STUFF"" AND IT ALL COMES IN STYROFOAM BOXES.  NEVER WOULD I SHIP THINGS<br />ESPECIALLY SALSA - IN A CARDBOARD BOX WITH JUST A STRIPE OF LARGE BUBBLE WRAP ON IT.  NO MATTER HOW MUCH THE CARRIER (FED EX) IS CAREFUL, IT'S GOING TO BREAK SOMEWHERE ALONG THE LINE.  ESPECIALLY IN AN ALL GLASS CONTAINER!  BARBARA L. S.",0,1
"I've read lots of other reviews deeming this tea as ""coffee tasting"" or with ""roasted flavors,"" but to be very truthful, it tastes just the way I could imagine second hand smoke would. It's very very strong, requires 15 minutes to steep, and is not for the faint hearted. I've heard wonderful reviews related to weight loss regarding this product, but I was not able to tolerate the taste long enough to actually see any weight loss benefits. Good luck to those who care to brave this ""roasted"" flavor.",0,1
"Arrived in good condition, looks like well-made cans. Tastes nice, and I would love to use this product, but unfortunately, i got an allergic reaction from it.",0,1
"Numi has a winner here with this tea! My husband, son and I often share this wonderful tea after dinner. It is very pleasant and the reason they love it, it does not turn bitter after longer steeping, like other teas do!",1,1
"There ought to be a recovery program. But the good side is that a Mrs. Mays addiction is healthy. I already have a stack of boxes in the garage so I won't run out. And here I am stockpiling more (in case of nuclear holocaust).<br /><br />Almonds have always been my staff of life -- raw, roasted, dry roasted, blanched, flavored, and of course Mrs Mays. I rarely have a day without them. I even feed them to the parrot. A bird guy told me they were the healthiest. And the bird goes nuts for Mrs. Mays.<br /><br />These are, dare I say, miracle nuts. One taste and I was hooked. How she can pack all that goodness into such a tasty snack with such healthy ingredients is a miracle. If you're tired of tastless, bland, gotta-eat-it-because-its-healthy snacks from the nutrition store, try these for a pleasant awakening.<br /><br />Mike",1,1
I just received my tea..  Thanks for getting it out so quick.. I really appreciate the extra box..  I drink this tea every night..<br /><br />Julianne,1,1
Very interesting. The tablet itself doesnt taste that great but it melts pretty fast. The best stuff we found to try it with was apple and any citrus. It really sweetens the fruit. Its kinda crazy. It was fun.,1,1
"I really enjoy this product. I had such a hard time finding it affordable in the store. Once I found it I look no further, it's the only sugar I use.  Thanks so much.",1,1
I have an old english sheepdog. He absolutely loved the treats. It took him longer than I thought it would to eat through one so I could eat a treat in peace while he chewed on his. It was great.,1,1
"Good description of this product. Has the over roasted popular coffee flavor, but, not overpowering. One of my favorites so far.",1,1
"While I love flavored coffees, I had never tried any of the Wolfgang Puck line.  This moved to the top of my favorites list with the first cup!  Not only is the aroma delightful, the flavor is excellent as well.  I drink my coffee black and this one has no bitter after taste and the flavor isn't overpowering.  The flavor is a very light coconut and the coffee is a medium body.  I must admit that I was a little hesitant about a ""coconut"" flavor.  DON'T BE!  Everyone around me wants a cup....I refuse to share!",1,1
"These are the best alternative chips I have ever tried. I have shared them with friends and relatives and they all agree. You get enough in the single serve packs to be truly satisfied and if you are a weight watchers customer, they are GREAT, only 2 points for each bag!!!",1,1
"We are big Izzie fans, but we were excited to try this sode. We were VERY pleasantly pleased. It is a very orange taste, delicious and it feels good to know there is absolutely NO sugar. So, when our children want a soda we serve this and they are delighted. It's a win/win!",1,1
This is an excellent product.  We always ran out of olive juice before we ran out of olives when making dirty martinis.  Now we have a terrific source for great tasting olive juice and our dirty martinis have never been better!,1,1
"I hate honey but I love Bit O Honey candy. I really don't taste the honey in them. I like the bars better than the individually wrapped candies because the shape is easier to eat. I like them hard, brittle and chewy, not soft. This is actually cheaper per bar than where I buy them locally.",1,1
"Based on other reviews, I tried these Kavli products.  They're great low-fat snacks.  These are great with natural peanut butter and jelly between 2.<br /><br />Recommended.",1,1
Works fine for my Podcasting needs. I use it with a sure SM58 microphone. It is made of plastic and does feel cheap but I have had it for a few months and had zero problems with it. For desktop use it should be fine. Works great for my needs. Wouldn't recommend for heavy use on a stage or being tossed around.,1,1
"Organic, fair trade, Cafe Altura Coffee brews a great pot of coffee. 'Organic' makes it healthy, and 'fair trade' makes it a responsible choice. The Dark Blend is a flavorful choice.",1,1
"What an incredible price for this many high-quality vanilla beans!!<br /><br />I split them with a friend of mine and we've both been making our own extract with delicious success.  At first I thought I might not be able to find use for all the beans, but because I LOVE to make my own (vegan) ice cream, I'm now totally spoiled by these beans.  I grate them into my (non-dairy) milk and simmer it, then let it cool in the fridge overnight, then go about making my ice cream.  I never want plain vanilla ice cream without using fresh beans again, no way!  It's too good.<br /><br />What's more, have you ever bought beans from the grocery store?  It costs, like, $12 for two or three beans, and the beans are relative garbage.  These aren't dry and odorless like the ones from the store.  Instead, they're moist, soft, and have that delightful aroma that makes you just want to bake.",1,1
I love this candy.  After weight watchers I had to cut back but still have a craving for it.,1,1
"I have 16 cats ranging from 1 to 11 yrs old and every single one of them likes this.  I have tried Wellness, Holistic, Avoderm, Chicken Soup for the..., Merck Homestyle, BG (Before Grain), California Natural, and Evangers with mixed results.  This is the first canned food that all of them will not only eat but eat all of it.  I've fed them the Chicken and Liver flavor and the Seafood flavor so far and they seem to like both equally.  I find it a bit more expensive than I had hoped it would be, but then again there is no waste and I consider that in itself a savings alone.  I'm a firm believer in better ingredients and less fillers and allergens make for less poop, less litter use, fewer trips to the vet and an overall healthier cat.<br /><br />UPDATE:  I have tried all the flavors on my cats and the chicken and liver seems to be the one they like the most.  They have now officially rejected all the other flavors including the seafood flavor that they originally liked.  I also wanted to add that this is a very STRONG smelling brand of cat food, almost overpowering when I open the cans at feeding time.",1,1
"I am hooked on it.  It's just wonderful.  Highly recommended for taste and flavor and price.  I've tried different teas from different restaurants and tea houses, but I just love this one for home.  I use it nearly every day.  Will be trying more of these teas in the future.",1,1
I bought these and tried each flavor. I could not even finish any bag but the barbecue. I really liked the barbecue but all the other flavors were gross. And the texture is really like fingernails on a chalk board to me. HOw is this the #1 best-selling item? Amazed. Anywho to each his own! Godbless and enjoy. But if you are like me and enjoy barbecue just get the barbecue kind!,0,1
"My nearby Fresh and Easy Market (an English company) has a variety of English fruit spreads and I'm enjoying trying them out. One of the latest is James Keiller & Son Dundee Ginger Preserve. Oh, my! This stuff is just delicious. I've always liked ginger, but as a spread it's just fantastic! What a nice flavor for my breakfast toast! I can hardly wait to try this out on other folks. Or I could give a jar here and there as gifts. I'm sure they'd be appreciated.<br /><br />Gary Peterson",1,1
"so happy we found this online for a reasonable price.  my two dogs love this stuff and it doesn't upset their stomachs.  Plus I love that it's not made in china or something.  when you look at the food, it looks pretty close to people food. You can see real chunks of chicken and veggies.  I don't want to give my dogs any manufactured stuff but also don't have the time to make our own dog food.",1,1
"Twizzlers, Strawberry my childhood favorite candy, made in Lancaster Pennsylvania by Y & S Candies, Inc. one of the oldest confectionery Firms in the United States, now a Subsidiary of the Hershey Company, the Company was established in 1845 as Young and Smylie, they also make Apple Licorice Twists, Green Color and Blue Raspberry Licorice Twists, I like them all<br /><br />I keep it in a dry cool place because is not recommended it to put it in the fridge. According to the Guinness Book of Records, the longest Licorice Twist ever made measured 1.200 Feet (370 M) and weighted 100 Pounds (45 Kg) and was made by Y & S Candies, Inc. This Record-Breaking Twist became a Guinness World Record on July 19, 1998. This Product is Kosher! Thank You",1,1
"I have tried many different brands and flavors of K-Cup coffees and I have to say, this one is one of the best I have ever had. I would strongly recommend it. It is very hard to find so buy it if you can get it at a good price.",1,1
"This is pretty good canned meat. The sausage I used in dirty rice, the hamburger I used for taco salad, the chicken with wild rice, and the pork with stuffing. the turkey I gave to a neighbor because I don't eat it. The various meats are all pretty good quality and was enough for 3 large portions each can. There weren't large chunks of fat or gristle in any of the cans, which I've experienced plenty with some brands of canned meats. The proportion of liquids to meat was fair too, it's not one of those with a spoonful of meat and the rest is liquid either, though it does all need to be cooked and shrinks quite a bit due to high fat content in the meat. None of the meat was seasoned, at all. This is very helpful as the meat can be used with any flavoring. There is a mild ""spam""-like texture and taste to the meats(but way better than spam any day), almost a brine or something, that's why I heavily seasoned it. Don't plan on frying anything in the fat from these meats, it gave everything a slightly rancid, soury taste...no idea why! Due to the higher calories and higher price, I will only stock this as emergency food. I will buy more for that reason.",1,1
very easy to use not the best flavor It has too much sugar and is not a quality I thought I was getting,0,1
"We have been enjoying our order of W.Puck Sumatra Kopi Raya dark roast coffee K-cups for the last week.  We find the delicious flavor very satisfying...not so strong to be bitter, and not so weak as to taste like colored water.  The coffee is perfect. There is just the right amount of heartiness to make it an enjoyable coffee experience, and it carries a nice lingering pleasant flavor and aroma.  It is not as strong as an espresso, but maybe one step below.  Like we said, ""pleasant, smooth, and flavorful!""",1,1
I have tried different brands of hot cocoa from dark to milk and the Grove Square milk chocolate k-cups have by far been the best.  They're big critics in my family and they have given two thumbs up.  I would recommend anyone who enjoys hot cocoa to purchase this brand.,1,1
"When we lived in Omaha we fell in love with Pears coffee.  I was thrilled to find it on Amazon.  For the price there is really no comparison.  We've tried other flavors, but always end up going back to colombio supremo.  We are now on direct ship every three months with Amazon.  Try it.. it's better than the grocery store options and less expensive.",1,1
"When I was diagnosed with diabetes 5 years ago, I thought I was doomed to a bland diet for life. Not true! Especially, when I found Wasa Crisp & Lights, it solved some of my problem. With a thin coat of ""You Won't Believe It's Not Butter"" and thin slices of banana, I have a desert or tasty snack; without the banana, I can just eat them as bread, and they are so light and thin with the spread; they are so tasty, and I don't feel guilty after eating them. I can put cooked or raw tomato on them, with a dash of sage & basil to add to the flavor. I have successfully kept my blood sugar normal consistently with diet control. I am not doomed to a bland diet, after all.<br /><a href=""http://www.amazon.com/gp/product/B000EUJLHE"">Wasa Crisp 'n Light 7 Grain, 4.9-Ounce Boxes (Pack of 10)</a>",1,1
I bought this coffee for my Keurig coffee maker and I really like it. Smooth  and the best thing it is an organic. Wolfgang uses the the best beans for his coffee's. Buy you will be pleasantly surprised.,1,1
"Dave's Nuts are fantastic - hot, spicy. crunchy, and habit-forming.<br /><br />No babies, frail women, or wimpy men need to order!",1,1
I bought this coffee for my Keurig coffee maker and I really like it. Smooth  and the best thing it is an organic. Wolfgang uses the the best beans for his coffee's. Buy you will be pleasantly surprised.,1,1
This is one of the best coffees I have ever had for my Keurig.  It is a nice smooth coffee.  And the price is the best price I could find.  I will be buying more.,1,1
"Of all the flavors I have tried of these bars, the Peanut butter and Jelly is my favorite!  Everyone loves peanut butter and jelly and it is just as delicious as a bar!",1,1
"Our two Shih Tzu pups love Ziggies more than any other treat. We have given them Ziggies from the time we brought them home four years ago and truly, nothing makes them happier than when they hear the wrappers crinkle on these treats.  We give them these special treats when we leave for work in the morning and/or before we head out for a while in the evening.  Often we just split one treat in half to share between the two.  Ziggies aren't always readily available to order in the bulk cube and we've gone to great lengths to find them to keep our pups happy and in constant supply because they really bring joy to their little faces.<br /><br />You can use them to stuff into the rubber Kong things but we don't use them that way - we did when they were little but stopped bothering after a few weeks.",1,1
"We just started using these and my 7-month old daughter really likes them. I've tried a couple of bites and they are tasty with good flavor combinations. I love that they are organic. My only complaint not specifically related to the product is that when I got mine in the mail, one of the jars was broken and I had to clean the food off of the other bottles.",1,1
http://www.amazon.com/gp/product/B004K30HO2/ref=cm_cr_rev_prod_title<br /><br />http://www.amazon.com/gp/product/B004K30HO2/ref=cm_cr_rev_prod_title<br />DISPOSALKUPS THIS PRODUCT I HIGHLY RECCOMMEND i recieved my first 50 cups and filled them with my own coffee and they worked great i now ordered another 50 cups beings i liked them so much and not only that DO THE MATH<br />50 cups for 10 and change vs 18-24 cups for 10 and change.<br /><br />and i will continue to order again. thank u for coming up with this,1,1
Finally a GREAT decaf. It has a really wonderful and complete flavor- not like a lot of the decafs on the market that are just missing the kick. I use a Jura Capresso super automatic to make my espresso- it works lovely in the bypass funnel on this machine (since it is pre-ground). The flavor stands up nice to milk for capuccinos and lattes. This is my every day decaf espresso. I haven't found anything better and I've tried a lot. The Illy decaf is comperable in flavor/ quality but at about double the price the Illy just isn't worth it.,1,1
"In this age where even basic service no longer exists, I was pleasantly surprised when my transaction actually came off without a hitch. Shipped on time, and the product was in good condition. Well done!",1,1
"My 3.5 yr old daughter with Autism loves these! She is on a special gluten-free, casein-free and soy-free diet and these are a wonderful snack for her.",1,1
"One of Green Mountains best blends of coffee in my opinion,love it for your everyday blend, perfect stregnth, excellent blend!",1,1
"It's basically carbonated fruit juice, but it's heavier on the juice than a similar drink like RW Knudsen's (the latter seems to never hit the spot). This drink is a great balance of fresh fruit taste, the right amount of bubbles and something like ""zing"". Very refreshing and tasty.<br /><br />Highly Recommended.",1,1
"Great on any thing from rice to pasta to burgers.  I cant wait until the week end for my favorite over easy eggs, hash browns, and this mix.  More heat than you would expect, have tried a couple other brands, not the same....",1,1
"Good flavorful chips - too bad the selection does not include jalape&ntilde;o or paramsan garlic. Packaging is difficult to open, but they fresh.",1,1
