Review,Actual,predicted
"In proportion this drink is about equal to a regular soda in calories and sugar content, but I would prefer a regular soda than this stuff. There is a slight citrus taste, but mainly from acidity and a horrible after taste of metal and sickly sweetness that lingers for several minutes after wards.<br /><br />Soda water with natural juice should be a refreshing, pleasant, and nice refreshment, but none of these traits are in this drink.<br /><br />I would be embarrassed to serve this beverage to anyone I liked for any occasion, but would consider giving it to people I really didn't care for to see their reaction.<br /><br />Avoid this one. Orange Crush or a different orange soda diluted with soda water would taste far better or soda water and regular orange juice would also be a treat that puts this nasty stuff to shame.",0,0
"When I saw some of the Earth's Best jars offered as a Gold Box deal, I remembered that I needed to offer a caveat to other parents.<br />  My children have previously enjoyed many Earth's Best flavors, which in general taste quite good, so in February when there was a promotional offer through Amazon, we ordered two 12-packs. When they arrived, one of the 12-packs seemed ok, but the other 12-pack contained several broken jars and was leaking. It smelled and looked like there might be mold under the plastic that surrounded the second 12-pack.<br />  I noticed that the shipping box holding the two 12-packs had air-filled padding on only the top side of the box, which meant that there was no padding protecting the bottom side.<br />  I don't know whether some of the jars had broken at the warehouse or during delivery, but either way, I was afraid to use the unbroken jars too, because what if the seals had broken or what if there were small pieces of broken glass inside the intact jars too?<br />For more durable items, I still order from Amazon, but I canceled my subscription of the Earth's Best jars and from now on will buy jars at a physical store where I can check them first.",0,0
"White bread is not my thing, so that's probably why I don't like this one.  I like herby white breads and really full-bodied white breads, but otherwise I always choose whole grains.  This one is not full-bodied and has no particular flavor.  Not interesting at all to me.",0,0
"Amazon normally does a fantastic job getting product out to me in great shape and on-time, but, I guess this is one product that they can not.<br /><br />Several jars had compromised seals and so we had to immediately throw them out.  I wish I could order this by mail but it seems this is one item we'll need to go to the grocery store for.",0,0
"When I saw some of the Earth's Best jars offered as a Gold Box deal, I remembered that I needed to offer a caveat to other parents.<br />  My children have previously enjoyed many Earth's Best flavors, which in general taste quite good, so in February when there was a promotional offer through Amazon, we ordered two 12-packs. When they arrived, one of the 12-packs seemed ok, but the other 12-pack contained several broken jars and was leaking. It smelled and looked like there might be mold under the plastic that surrounded the second 12-pack.<br />  I noticed that the shipping box holding the two 12-packs had air-filled padding on only the top side of the box, which meant that there was no padding protecting the bottom side.<br />  I don't know whether some of the jars had broken at the warehouse or during delivery, but either way, I was afraid to use the unbroken jars too, because what if the seals had broken or what if there were small pieces of broken glass inside the intact jars too?<br />For more durable items, I still order from Amazon, but I canceled my subscription of the Earth's Best jars and from now on will buy jars at a physical store where I can check them first.",0,0
"Vanilla flavor is barely noticeable.  Acidic taste, not at all what I expected.  Breakfast in Bed and Hawaiian Hazelnut are much better choices.",0,0
"This was the 2nd time that I ordered the Smokehouse USA Chicken Stix. The 1st order had USA printed right on the bag, this one had a USA sticker over the China sticker.  In addition, the product looked entirely different. Obviously I am concerned. I pay more to ensure I am not feeding my ""fur kids"" products from China. If it happens again, I'll stop ordering all Smokehouse products on-line.",0,0
I'm sorry I bought this brand. It leaves a lousy after taste in your mouth.No wonder Amazon is giving .99cent shipping on this item. STAY AWAY!!! AVOID!!!!,0,0
"Kettle brand chips are very crunchy.  I would say regular plain old Lays potato chips are at the ""soft"" end of the ""soft/crunchy"" spectrum.  Ruffles brand potato chips used to be considered the crunchiest, but Kettle brand chips are far more crunchy.  If you have a tender mouth or bad teeth (dentures) you might want to steer clear of Kettle brand.  Otherwise, you'll love these chips.  The Sea Salt & Vinegar chips are super TANGY.  I enjoy taking swigs of vinegar bottles from time to time.  I am dissapointed with all other Salt & Vinegar chips either because the chips are too soft and/or the vinegar taste whimpy and/or chemically.  Rest assured Kettle Sea Salt & Vinegar has a gourmet flavor.  The vinegar flavor has no chemical flavor and could NEVER be called whimpy!",1,0
"Maybe, I got a bad one.  It's very plain, nothing special in flavor.  I felt like I wasted my time and money. I will not buy this flavor again.",0,0
"This candy was obviously old. Each chocolate was discolored. The Krackel krispies were not crispy and the chocolate wasn't right. Peant butter cups and Goodbars nasty, the nuts are horrible. Hersheys pulls their candy off of the shelves in the stores when it is getting old. Seller must have bought it up & sold it here last year or the year before. It has to be at least 1 or more years old. Do not buy chocolate from ZANY Values, it isn't good for you!!<br /><br />I'm sure that if the candy were FRESH that it would have been just fine. I have re-ordered from a different vendor and will let you know if theirs is fresh (as it should be) or not.",0,0
"I received these in bad condition. Most of them were broken, but the ones that weren't had holes in them. They were so weak that they would tear when you tried to roll them. I would try three ladies brand. They are a way higher quality.",0,0
"I love the other Nana's cookie bars and cookies, so I thought I'd give these a try even though they are ""No Gluten"" and made with rice flour instead of wheat flour. They look nice, but the texture is a bit strange (it's kind of like eating really fine sand) and they are too dry and crumble at the slightest touch. They don't taste bad, which is a plus, but I won't be buying these again.",0,0
"-- If you buy this from Amazon, you'll be disappointed at the shipping.  My box of 12 came in one cardboard box, with the 12 container-boxes loosely in a plastic bag.  One was smashed, so leaking into the bag, two were dented, and one was coming open from the bottom due to the puddle of leaking water in the bag. I opened the bag, and it smelled awful from the rancid, leaking water. If Amazon wants to continue selling the 12-pack-33oz, it needs to package the shipping better. [NOTE, however, I was able to Live-Chat with Amazon and get a refund, even though the item is a ""non-returnable grocery item"".]<br />-- AND, review of the drink:  The drink itself is SUPERIOR to the taste of Vita-Coca(""good"") or Zico(too sweet), so as a drink, the O.N.E, really IS like drinking from a real coconut out in the tropics.  I am going back to the individual single-serve containers of O.N.E., shipped from Amazon.<br />-- AND, In a second comparison, the multi-pack of Vita-Coca-33oz comes SUPERBLY packaged in the shipping box from Amazon (as EACH 33oz container is invidually protected in a cardboard sleeve).<br />-- Hope that helps (and, Thank you Amazon for letting me have a refund on the damaged box, but it will be more helpful if you can protect the boxes better for shipping it to us).",0,0
"I love Annie's, but this had no taste, very bland and unappealing. I would not purchase this again, but worst of all I'm stuck with 6 boxes...boo!",0,0
"I'm not a gourmet coffee critic, but this stuff is disappointing.  Based upon previous good reviews, I suspect that the coffee in the K-cups I received is not the same -- they may have changed the manufacturing.  The Wolfgang Puck Decaf I received is lifeless, watery, and tasteless.  There's no aroma when it's brewing in the Keurig.  Never again.",0,0
"This hot chocolate tastes like hot sugar water with a pinch of coco in it. Although, even the sugary taste is weak, and tainted by the flavor of the artificial sweetener sucralose. The consistency is watery and bland. This is when I made the 8oz cup as directed by the directions on the box.<br /><br />I do not recommend this product.",0,0
"The protein powder is ok, not to good as i expected. if you pour hot milk over it will will form substance like egg white, which is very bad in taste, not at all drinkable.",0,0
"As coffee, these kcups are just ok.  As ""flavored"" coffee these are disappointing.  I found the vanilla to be barely detectable.",0,0
"Ingredients listed: Pure cane sugar, and 100% pure powdered Japanese green tea.<br /><br />Nutrition Facts: all 0%, except Sodium (15mg) and Sugar (12g)<br /><br />Basic Instructions: add one packet to 8oz of cold water and stir or shake well to dissolve...<br /><br />My Opinion: It is too sweet for my taste, even diluted in a 16.9oz water bottle. It almost tastes like sugar water. I think the unsweetened version would be better. 5 star because it delivers what it promises.<br /><br />This is Japanese green tea. NOT Chinese green tea. There is a difference.",1,0
"A vile, miserable pancake. I put these in front of my toddler one morning and she actually cried. I don't know if it was their flat and anemic appearance or their salty bitter taste. Only the whole wheat flour is organic in this mix. The buttermilk, baking soda (SLS) and sea salt are not. I am going back to Nature's Path Buttermilk pancake mix. This one went straight into the garbage.",0,0
"I would have given this 5 stars but took one off for the high cost. This product otherwise is just yummy! This is spoken from the perspective of a diabetic who hasn't had regular taffy for years but I think this would hold its own next to regular taffy pretty easily.<br />Its sweetened with sucralose, not maltitol so there isn't the worry of gastric upset which is the #1 reason I ordered it. I don't see why more companies don't forgo the maltitol and just use other sweetners that have less of an impact on digestion. The flavors are full and all different depending on color and yes even the dreaded bannana flavor tastes good.<br />Its soft and chewy and I feel like I am ""cheating"" when I am not at all.<br />I am glad I found this!",1,0
Only three jars came in a form edible to babies.  The rest of them were filled will a clump of spongy mush that would not mix with the water.  It also had a brown color and not the yellowish brown like the jars that had the good mixture.<br />Pretty disappointing and a waste of money.,0,0
"I read all the positive reviews and thought I'd give it try. First of all it tasted stale.  Secondly I had to use 5 spoonfuls just to get any taste and then it didn't taste like the chocolate. It tasted more like Olvatine.  For the young people out there, Ovaltine was drink in the 50's, Which I didn't like any better. We all have different tastes.  For my part I won't be ordering this again.  UPDATE: I bought the Milk chocolate at the same time and decided to try that.  It was delicious.  I can't explain the difference but I'd recommend the Milk Chocolate just stay away from the one with the marshmallows.",0,0
"I was offered the opportunity to taste this product because of Vine. I would not normally purchase this type of product, so my review and opinion will be biased in that regard.<br /><br />I'm not a big soda drinker, I'd just rather drink water or coffee. I will occasionally drink a diet soft drink, usually Diet Pepsi or Diet Coke.<br /><br />Did you know that a single 12oz can of Coke Classic® has 140 calories and 39 grams of sugar? This 8oz can of Switch has 140 calories and 34grams of sugar. And this is healthy? 4 ounces less is size, same caloric content and more sugar per ounce that Classic Coke. OK, so it's not ""added"" sugar, but still, that's a lot of sugar. 100% Orange juice, 8 oz, has 120 calories and 28 grams of sugar.<br /><br />The can says it is ""Orange Tangerine"" but in fact the contents are #1: Water #2: Concentrates of Apple, Grape, Tangerine, Orange, and Acerola juices. Then they throw in some ""gum acacia"", ""natural flavors and colors"" and some ""ascorbic acid(vitamin C)"". And as a little surprise bonus, they have added ""soy"". Soy?<br /><br />I asked my wife to taste this product with me. I poured the drink into two glasses and we both took a sip. Her reaction was swift and strong... she hated it. I agreed with her. It was for me, sickly sweet and left a sugary aftertaste in my mouth. Not only that, but the taste was just nasty. It didn't taste at all like orange or tangerine to me. It just tasted terribly sweet with an undefined cirtus something taste. The carbonation did not add anything positive to the experience. Neither of us finished drinking our 4oz portion. It went down the sink.<br /><br />I would not purchase this product in the future and if I could have given it 0-stars, I would have. It's that bad.",0,0
"Although some may like this drink, it will not be a repeat buy for me.  140 calories for an 8+ oz serving is too much when that amount of orange juice is 115.  Actually this drink isn't 100% orange/tangerine juice, but a mix of juices.  Secondly, if this were unaltered juice, seems you wouldn't have to add ascorbic acid to get 100% of your daily Vitamin C since that amount of orange juice naturally provides over 150%. Perhaps the processing requires it. But, alas, the biggest issue for me was taste.  It tasted to me like dishwashing liquid smells.<br /><br />On the good side, the carbonization is just right and the flavor is bold for those who seek that.  There is no sugar added and the non-traditional taste is not overly sweet.  The taste may appeal to some, but I'm not a fan.",0,0
"This batch was horrible.  Since most regular coffee were out of stock, I tried this one.  It tastes and smells awful.  Do not buy this flavor.",0,0
"This is much too watery. It tastes very much like the tasteless hot cocoa one gets out of a vending machine.  After receiving the box and reading the list of ingredients,  I've decided not to order again.  This product if definitely not worth the money.",0,0
I bought those chips after reading good reviews but I was very disappointed with the taste. It was nothing like what I expected (granted that I expected good old kettle cooked potato chips). I bought the 6-flavor variety pack and there were many flavors I did not care for. It was worth trying them but I am not going to purchase them again in the future.,0,0
"I have a big sweet tooth and thought I would really like this, but it was too sweet even for me. I even tried adding water, but that didn't help. I haven't tried any of the other flavors, so I can't comment on the brand in general, but I'll never try this flavor again.",0,0
"I like some of Coffee Bean Direct coffees, but I cannot stand the taste of this one, and no one else in the house likes it either. I wish I could of bought it in a smaller package, rather than the 5 lb bag that cost over $30. I do not recommend this product to anyone, but everybody has their own taste, and some people may like it.",0,0
"This is a good decaf coffee, but I've never before had a k cup dump the contents into my cup. It's extremely irritating to deal with grounds in the cup and machine when deliberately choosing a system that avoids the mess.",0,0
"Very good hot chocolate.  Nice rich flavor.  We used the smallest setting on our Keurig, and made sure to shake it to make sure the powder was loose in the K-cup. The K-cup was completely empty after brewing. There is sucralose in it, but I could not detect the aftertaste of it.  I'm pretty sensitive to that aftertaste. I will buy this product again.<br /><br />Here are facts on the box:<br /><br />Calories 60, Fat (Saturated)2g, Sodium 220mg, Carbs 11g, Fiber &lt;1g, Sugars 6g, Protein 1g (if it's not listed it is 0)<br /><br />The ingredients list for this is:<br />Sugar, Glucose Syrup Solid, Cocoa (Processed with Alkali) Partially Hydrogenated Vegetable Oil (may contain Coconut, Soybean, Sunflower, Palm and/or Canola), Nonfat Dry Milk, Modified Whey, Maltodextrin, Salt, Natural and Artificial Flavors, Cellulose Gum, Sodium Caseinate, Cornstarch, Lactose, Dipotassium Phosphate,Sucralose, Mono- And DiGlycerides, Silicone Dioxide, Silicon Dioxide, Soy Lecithin, Artificial Color. Contains Milk and Soy.",1,0
I ordered both the beef and Turkey flavors. My dogs would not even take these in their mouths. Both flavors were  very dry and had no real aroma to them. Try a small quantity first. i  donated the entire order to the Humane Society.,0,0
"First, the product pictured is not what you get.<br /><br />What you really get is are tiny packets called ""sticks"" suitable for flavoring bottled water. The box doesn't even say what size bottle it is sized for.<br /><br />I'm not keeping it so I can't tell you how it tastes.",0,0
"You just can't beat the taste of the original Dubble Bubble Gumballs! It really doesn't matter that the taste only last a minute or so, but that is why I bought the tub! The  tub by the way is very convenient  and was shipped to me in A+++ condition! If your longing for the classic taste go for it! You will not be dissappointed!",1,0
"I really, really dislike Sucralose.  I don't like the taste, the aftertaste, or the after effects.  I bought this based on it NOT saying it was ""diet"" or ""low calorie"".  The first ingredient is Sugar so it's only partially sweetened with Sucralose.  Sucralose is buried way down in the ingredients list but the taste is noticeable.<br /><br />Sure wish Amazon contained the full nutrition and ingredients labels from all food products.",0,0
"i've never written an amazon review before, but this product was so horrible i had to warn would be buyers; i can eat pretty much anything, but i had to empty out both bottles... it just tasted like colored sugar water (very thin), sickening sweet.. don't know if there was any onion flavoring.. the only reason i bought this is because i couldn't get ken's steakhouse vidalia onion dressing shipped in California.  So far, the worst product i have purchased on amazon.  Buyer beware, unless you like sugar water, then ""drink up""..blech.",0,0
Probably because it doesn't taste like coffee.  It is flavorless.  I saw the good reviews and thought I'd get a couple boxes and now I'm stuck with a bunch of k cups that I don't want to drink because I'd rather literally drink any other k cup I've ever tried.  As you can see I'm not a fan of these k cups.  These are the worst ever.,0,0
"I got sent the wrong item, which happens i know.  I tried to contact the company multiple times with no response.  I finally had to contact amazon and they are returning the item for me...",0,0
"This coffee tastes very flavorful and is not too strong, but I have to say it almost ruined my months' old Keurig Personal Brewer. The coffee is ground so finely that when the K-Cups are punctured by the needles (top and bottom), it gets packed into the needles and also sifts out through the holes made by the needles, going into the coffee cup creating a very nasty ""sludge"" in the bottom of each cup. I purchased a pack of 2 (48 K-Cups) and didn't even use one full pack. I do not recommend this brand or blend. It is a waste of money, which is something I couldn't really afford at this time. I sent a letter of complaint to the Wolfgang Puck company and, except for a ""cookie cutter"" letter acknowledging receipt of my comment, I have not received any further contact from them.",0,0
"I have had the regular Donut House coffee before and enjoyed it, but I had never had the flavored kind.  I was looking for a sampler pack to so my roommate and I could try the flavors as well as get some of the regular stuff.  I don't drink decaf, so I knew that some of this pack would not be used.  I figured that the rest of the cups would make up for the loss on the decaf.  I was wrong.  This ""Sampler"" pack was a joke.  18 of the cups were decaf, and 15 of them were the standard house brew.  I got 1 cup of Chocolate Glazed Donut and 1 cup of Cinnamon Roll.  Now, I will not be using most of the K-cups in this package because it was, again, MOSTLY DECAF!!!!!  This is what they consider a sample pack:<br /><br />8 Donut House Regular<br />9 Donut House Decaf<br />7 Donut Shop Regular<br />9 Donut Shop Decaf<br />1 Donut House Chocolate Glazed Donut<br />1 Donut House Cinnamon Roll<br /><br />Some sample.....",0,0
"Cadbury chocolate uses a different formula in each country it is manufactured.  New Zealand is uses more cream than Australia, etc.  This version by Hershey is not what you expect from England, Australia or New Zealand Cadbury.  It does not melt on your tongue like those countries so it tastes differently.<br /><br />If you are looking for the silky smooth easy melting chocolate find the non Hershey version.<br /><br />Hershey has missed an opportunity to introduce high quality Cadbury chocolate to USA.",0,0
"This is not regular coffee as the description would lead you to believe... it's artificially flavored, and it appears from the other ratings that you either love the flavor or hate it. My household hated it. Of course, that would be my problem if the description was accurate, but it's not. Amazon refunded my money and said someone would check the information on the product page.",0,0
"This is a good decaf coffee, but I've never before had a k cup dump the contents into my cup. It's extremely irritating to deal with grounds in the cup and machine when deliberately choosing a system that avoids the mess.",0,0
"I just bought the mberry with slight concerns that it will not work. All those concerns went away when I tried it. It was a tingly feeling at first where ever it was on the tongue. I didn't notice anything. First thing i tried was a grape. I mean this was the most delicious grape I had ever tasted. I started try all the fruits and sodas i could. Amazing. People don't realize that you should use it on fruits and things with acidity. It is supposed to make them sweeter. Although it did make one of my cookies sweeter it wasn't nearly as dramatic as when I ate a lime. It tasted like lime-ade. I wouldn't suggest eating a bunch of lemons because this only affects your tongue. Not your stomach. When you buy these you run the risk that it won't work, but it probably will. Very pleased.",1,0
The chips are awesome.  I first bought them at Costco and now I cannot get them there any more.  The bags at Costco were about 3 times larger than the one I recieved from Amazon.  The arrived mostly in tiny crumbles of chips and the bags were about 1/3 full.  I won't waste my money buying them from Amazon again as the shipping is just not up to par.  If you can find the chips retail I would advise buying them that way.  Their website says that super target and Costco carries them but have not been able to find them there recently.,0,0
"The packet of these seeds that I received must have been old because I don't believe even 10% of them grew. I tried some several times in soil and water and only got a few sprigs of grass. I garden regularly (I live in Florida) so it's not that I don't know how, and I even followed the instructions to the letter, but they did not grow.",0,0
"Buying this product seems to be almost literally like rolling the dice in a game of craps!<br /><br />My experience with this seems to be similar to the experience of ""Peter R."", unfortunately.<br /><br />The price was excellent.  I ordered mine after the date of "" J. Robert Bois'"" positive experience / review was written but before the date of ""Cindy 2366's"" positive experience / written review.  I bought these & gave them to my Dad, as he *LOVES* dates.  I noticed when I was visiting him, the dried fruit basket was hanging around in his 'fridge a lot longer than any other date basket I had ever ordered for him.<br /><br />Finally I asked him about them.  He said that he did not want to be rude to me or hurt my feelings but....  the dates, well, he was wondering if he should try & eat the seeds in the center & see if they were soft, because the dates themselves were hard as a rock & tasted stale.  I was mortified to say the least...  Then he wanted to know (jokingly) if he had done something to make me mad & I bought these for him as his punishment.  (No, but I had to laugh when he asked about that.)<br />Me personally, I have not tried them.  I will take his word for it!  :)<br /><br />I told him to throw it away or put it out for the squirrels.  After a week of offering the dates,  I picked them up out of his backyard and threw them away.  The squirrels, opossums, & raccoons declined to dine on the dates.<br /><br />It seems to be hit or miss with the ""Broadway Basketeers Irish St. Patrick's Dried Fruit Gift Basket"" purchase.<br /><br />I will not say flat out ""NO!  Do Not Purchase This Item, It is Not Good!""  That is a choice you will have to make on your own.  I just wanted to pass along my experience with the gift basket.<br /><br />Thank Goodness I caught it when it was on special & did not have the full current purchase price invested in the box!  I would have been really sad then!<br /><br />Amazon, as usual, did a fabulous job with the shipping, packaging, and they arrived quickly, in the time frame advertised / promised.<br /><br />Best of luck & I hope others have better experiences than my Dad / I had!<br /><br /><a href=""http://www.amazon.com/gp/product/B004134H9W"">Broadway Basketeers Irish St. Patrick's Dried Fruit Gift Basket</a>",0,0
"I really wanted to like this, as it was organic, and came in a glass bottle, but there was hardly any flavor at all. I could barely smell it, and even when I poured a generous amount on my dish, it imparts little to no truffle flavor/aroma. My truffle salt is much more potent.",0,0
